game_id,time_control,num_plies,white_s_att,black_s_att,white_lgbm_a0g,black_lgbm_a0g,white_detector_a3g_seed0,black_detector_a3g_seed0,white_cnn_bilstm_a4,black_cnn_bilstm_a4
2019-02_game_0027701,blitz,33,70.5715,70.2216,0.475176,0.279869,0.202561,0.095038,0.55646,0.090331
2019-05_game_0008748,blitz,37,367.3571,400.0498,0.457309,0.444478,0.200856,0.250676,0.693236,0.219261
2019-01_game_0029382,blitz,100,363.9409,385.9633,0.513415,0.538806,0.328627,0.57977,0.58836,0.600361
2019-04_game_0010136,blitz,100,225.5414,324.6057,0.336975,0.385522,0.406084,0.564068,0.31633,0.604062
2019-03_game_0006241,blitz,39,237.4218,267.1663,0.408418,0.405726,0.175143,0.176734,0.360922,0.212832
2019-06_game_0029212,blitz,60,355.311,355.4101,0.613877,0.372566,0.266263,0.449339,0.309725,0.326776
2019-01_game_0001002,blitz,31,402.011,406.258,0.548909,0.28442,0.452507,0.085374,0.399685,0.026473
2019-01_game_0005416,blitz,42,648.6398,688.7705,0.403477,0.718352,0.181643,0.308433,0.138591,0.803483
2019-01_game_0015103,blitz,100,605.1066,648.1276,0.465606,0.622018,0.348065,0.894558,0.544474,0.62511
2019-01_game_0011878,blitz,34,387.3473,370.6334,0.289076,0.743075,0.162459,0.602265,0.281077,0.587712
2019-03_game_0027801,blitz,45,354.0901,426.5337,0.404041,0.673057,0.265413,0.175785,0.717676,0.23513
2019-05_game_0028637,blitz,91,715.4435,589.9724,0.404029,0.324493,0.676037,0.441613,0.484602,0.507313
2019-06_game_0023104,blitz,100,567.9048,586.6431,0.434287,0.48064,0.331237,0.397447,0.4154,0.48829
2019-04_game_0001046,blitz,67,76.8872,90.8653,0.419523,0.319603,0.250077,0.322636,0.349069,0.432709
2019-06_game_0019772,blitz,21,265.7191,177.0887,0.187357,0.068565,0.047721,0.035905,0.053121,0.030771
2019-06_game_0011647,blitz,57,230.8461,243.9832,0.438893,0.358759,0.432553,0.233541,0.564373,0.54257
2019-03_game_0005096,blitz,52,241.0781,247.6268,0.33122,0.602542,0.223279,0.398682,0.504674,0.864853
2019-05_game_0001993,blitz,100,174.5684,114.4876,0.369693,0.429179,0.341477,0.436777,0.277116,0.278315
2019-06_game_0010347,blitz,40,383.6962,408.3344,0.684634,0.392276,0.113097,0.180431,0.168057,0.688554
2019-05_game_0010214,blitz,80,405.1929,399.98,0.507254,0.348439,0.313815,0.369053,0.379692,0.485286
2023-05_game_0024574,blitz,46,127.1183,138.2773,0.554232,0.468829,0.194289,0.650553,0.222479,0.557398
2019-02_game_0000940,blitz,46,323.9372,325.7744,0.43639,0.616078,0.179128,0.402379,0.231935,0.497966
2019-01_game_0009439,blitz,89,444.1225,422.1858,0.378168,0.55628,0.388181,0.385708,0.500002,0.289238
2019-03_game_0012696,blitz,57,130.0014,267.4354,0.781217,0.359077,0.789816,0.189115,0.943405,0.618166
2019-06_game_0008331,blitz,51,149.9946,148.2647,0.549668,0.426383,0.882286,0.185584,0.55773,0.393794
2019-02_game_0005026,blitz,64,301.4847,352.7972,0.675593,0.373147,0.301457,0.228595,0.251361,0.638493
2019-04_game_0026059,blitz,57,118.1005,156.2306,0.283186,0.247672,0.291347,0.190657,0.827286,0.237264
2019-06_game_0022809,blitz,100,219.595,345.3381,0.423126,0.517889,0.339105,0.844149,0.701829,0.544452
2019-04_game_0027999,blitz,27,304.3405,287.3327,0.327309,0.301043,0.103031,0.075439,0.445461,0.052649
2023-05_game_0013434,blitz,79,95.4503,107.8364,0.79786,0.418348,0.654356,0.271833,0.665921,0.23239
2019-02_game_0003465,blitz,81,302.3785,235.0894,0.333017,0.696077,0.368591,0.486448,0.552891,0.576678
2023-05_game_0002951,blitz,29,475.6538,506.1085,0.263697,0.225889,0.11312,0.133999,0.480767,0.078133
2019-01_game_0011866,blitz,86,430.5795,430.5878,0.353794,0.715254,0.287116,0.674391,0.455471,0.840241
2019-02_game_0028495,blitz,100,183.9958,295.4659,0.473853,0.47551,0.600745,0.362972,0.649238,0.518839
2019-03_game_0016691,blitz,62,93.3496,117.6887,0.309056,0.706954,0.199219,0.779592,0.298314,0.649574
2019-05_game_0017109,blitz,41,427.9471,470.654,0.290312,0.39765,0.191321,0.174341,0.676999,0.345354
2023-05_game_0002921,blitz,78,259.593,255.5245,0.375787,0.71666,0.381912,0.514817,0.572313,0.727522
2019-03_game_0004372,blitz,21,146.5015,150.3357,0.082872,0.045411,0.038084,0.03042,0.221929,0.068114
2019-02_game_0008811,blitz,39,257.8135,279.6167,0.265369,0.180528,0.169491,0.166712,0.472092,0.154155
2019-03_game_0001919,blitz,88,248.598,345.8316,0.382194,0.373146,0.271767,0.25915,0.301172,0.611505
2019-02_game_0013184,blitz,100,175.6557,195.3845,0.591809,0.587533,0.776737,0.368426,0.502968,0.653029
2019-06_game_0018205,blitz,32,465.6652,461.3271,0.396941,0.546212,0.097839,0.504034,0.044933,0.642062
2019-02_game_0028381,blitz,47,449.886,462.8169,0.220786,0.226173,0.195587,0.165092,0.285046,0.316424
2023-05_game_0016627,blitz,36,139.6132,143.8738,0.352808,0.578941,0.135266,0.089869,0.253034,0.714548
2019-04_game_0007262,blitz,66,297.3714,280.3263,0.56555,0.483576,0.235682,0.580466,0.3465,0.683635
2019-05_game_0018487,blitz,100,204.3871,232.8656,0.477472,0.674538,0.367654,0.675289,0.640799,0.541032
2019-01_game_0004525,blitz,44,388.2169,338.9867,0.341968,0.699071,0.343879,0.409426,0.506378,0.565859
2019-04_game_0021758,blitz,71,155.9509,188.5631,0.337686,0.36304,0.855016,0.244221,0.329664,0.193226
2023-05_game_0025835,blitz,52,481.3822,126.6264,0.399665,0.637829,0.22418,0.265928,0.075979,0.569643
2019-04_game_0026046,blitz,100,322.5979,310.0413,0.44739,0.460496,0.369005,0.606367,0.338956,0.410915
2019-02_game_0009013,blitz,56,268.8055,237.4979,0.35761,0.483978,0.173615,0.27362,0.190536,0.484547
2019-01_game_0021827,blitz,54,195.3483,164.9168,0.390689,0.362677,0.145286,0.143575,0.554437,0.429331
2019-05_game_0009282,blitz,63,287.3032,303.4287,0.808985,0.294659,0.886491,0.160531,0.691992,0.282532
2019-03_game_0024290,blitz,41,251.9171,227.4988,0.570576,0.448931,0.341508,0.195197,0.760555,0.156159
2019-05_game_0018490,blitz,49,271.0551,136.1994,0.358189,0.394657,0.589683,0.223475,0.689482,0.181204
2019-06_game_0023379,blitz,40,182.4346,307.5519,0.181784,0.218156,0.100898,0.13386,0.311965,0.471622
2019-03_game_0006404,blitz,95,315.4495,316.1746,0.350976,0.311598,0.424134,0.408282,0.41842,0.41672
2019-06_game_0003652,blitz,42,235.3013,245.7576,0.487227,0.542612,0.133298,0.738139,0.082066,0.783321
2019-03_game_0003176,blitz,40,573.7953,606.4189,0.405392,0.547102,0.168172,0.727722,0.292467,0.658143
2019-06_game_0028828,blitz,68,292.4686,381.9325,0.306682,0.839139,0.23239,0.867557,0.534212,0.793725
2019-04_game_0018139,blitz,35,590.0652,508.3073,0.620574,0.336579,0.821599,0.116654,0.36905,0.092529
2019-04_game_0012263,blitz,49,198.8201,239.7389,0.485836,0.552544,0.471607,0.182104,0.367623,0.14106
2019-04_game_0014795,blitz,71,219.3687,242.596,0.390129,0.402975,0.507136,0.282922,0.151626,0.221298
2019-01_game_0028966,blitz,100,280.9857,285.1692,0.58027,0.438839,0.568847,0.448771,0.253771,0.422937
2019-04_game_0001297,blitz,100,190.9325,261.289,0.386551,0.540796,0.34782,0.543963,0.495099,0.601586
2023-05_game_0024865,blitz,54,661.1375,568.722,0.309731,0.54606,0.220631,0.522648,0.216377,0.667272
2019-06_game_0022935,blitz,63,62.0031,81.2822,0.385482,0.56691,0.750496,0.242441,0.693371,0.192338
2023-05_game_0022370,blitz,46,532.1399,501.6319,0.470227,0.533584,0.156065,0.558573,0.08034,0.704702
2019-05_game_0003462,blitz,53,343.3894,292.2621,0.610674,0.404765,0.347247,0.210542,0.661056,0.152749
2019-02_game_0023900,blitz,60,197.9165,74.2901,0.501661,0.62247,0.214647,0.28844,0.363736,0.754246
2019-05_game_0023091,blitz,45,308.4133,304.8904,0.338027,0.734264,0.167867,0.477327,0.836248,0.289811
2019-02_game_0005750,blitz,84,352.3337,329.2967,0.621989,0.418972,0.162479,0.539093,0.299717,0.421385
2019-03_game_0015106,blitz,23,241.1399,191.5668,0.209544,0.165895,0.082615,0.054936,0.39103,0.106499
2023-05_game_0008092,blitz,79,152.5941,120.1857,0.63852,0.354674,0.426882,0.376154,0.618501,0.558313
2023-05_game_0011275,blitz,100,131.3317,128.8644,0.520151,0.408649,0.607296,0.427563,0.415641,0.418528
2019-04_game_0013946,blitz,100,205.7412,231.7844,0.532817,0.538417,0.353114,0.702027,0.510199,0.838949
2019-04_game_0026041,blitz,61,365.9255,368.349,0.691581,0.416913,0.220638,0.326632,0.401108,0.356799
2019-06_game_0003608,blitz,29,438.1737,525.1558,0.211973,0.191666,0.112458,0.082993,0.336039,0.087215
2023-05_game_0026073,blitz,66,136.767,148.6318,0.316455,0.820538,0.159418,0.921243,0.183782,0.597198
2019-05_game_0003261,blitz,99,293.2431,301.6296,0.654588,0.475191,0.688057,0.355538,0.772527,0.537029
2023-05_game_0012264,blitz,61,171.9318,158.5746,0.419681,0.824885,0.30615,0.530087,0.232079,0.228348
2019-06_game_0024261,blitz,51,385.5309,227.6199,0.806739,0.372131,0.449916,0.232494,0.936063,0.261008
2019-01_game_0014427,blitz,39,944.7937,988.8557,0.455652,0.569947,0.145104,0.181845,0.530475,0.485717
2019-04_game_0009174,blitz,49,195.589,290.2624,0.427318,0.348169,0.65803,0.177436,0.766888,0.218704
2019-01_game_0017018,blitz,54,207.4975,235.0098,0.431592,0.598399,0.191145,0.493216,0.375199,0.642011
2019-05_game_0019185,blitz,69,286.8125,255.9362,0.383504,0.474313,0.259743,0.242653,0.707001,0.2677
2023-05_game_0020944,blitz,37,377.0547,389.4085,0.533187,0.338214,0.719121,0.19226,0.602733,0.209821
2019-05_game_0018127,blitz,76,288.3062,251.0465,0.773556,0.324395,0.379366,0.31741,0.462357,0.335093
2019-01_game_0010177,blitz,75,357.8594,393.7136,0.710264,0.362103,0.646427,0.253274,0.693719,0.443603
2019-01_game_0027516,blitz,28,196.7298,196.842,0.391863,0.434925,0.102337,0.617415,0.18449,0.654134
2019-03_game_0028934,blitz,41,272.2998,339.7264,0.398669,0.552111,0.347511,0.16181,0.746685,0.130308
2019-02_game_0010276,blitz,52,152.1985,175.9308,0.409577,0.357537,0.179397,0.505462,0.299728,0.452628
2023-05_game_0028211,blitz,100,251.0435,245.5603,0.444852,0.602954,0.492992,0.491769,0.501749,0.494397
2019-01_game_0013790,blitz,49,119.4142,155.0035,0.41124,0.45577,0.521771,0.164095,0.669389,0.300216
2019-06_game_0013356,blitz,52,273.2313,341.7886,0.37759,0.254022,0.367212,0.287675,0.227656,0.633785
2019-03_game_0003295,blitz,51,88.11,114.8153,0.237709,0.223567,0.272287,0.190206,0.675747,0.14673
2023-05_game_0013190,blitz,100,100.2432,99.3683,0.509679,0.405161,0.725061,0.339325,0.491044,0.683392
2019-02_game_0002079,blitz,54,169.198,163.3081,0.526905,0.498841,0.249697,0.659439,0.261584,0.675148
2019-06_game_0013985,blitz,45,137.2365,160.9713,0.602736,0.366488,0.326652,0.274273,0.579208,0.307901
2019-01_game_0027561,blitz,51,149.4953,151.0702,0.602854,0.436359,0.471076,0.292667,0.656958,0.270495
2019-01_game_0004211,blitz,47,55.6998,45.4996,0.680549,0.467696,0.74897,0.141783,0.690388,0.177001
2019-03_game_0016139,blitz,69,242.0227,225.343,0.419752,0.506426,0.590799,0.233803,0.48646,0.182609
2019-04_game_0024119,blitz,96,233.0807,271.6847,0.60489,0.376553,0.414438,0.439693,0.535037,0.504421
2019-05_game_0002888,blitz,37,106.3655,97.953,0.19706,0.165319,0.12959,0.121765,0.44019,0.121546
2019-01_game_0013969,blitz,83,202.3943,204.7699,0.423787,0.300052,0.400672,0.325445,0.568709,0.370983
2019-06_game_0029073,blitz,62,338.4998,347.4932,0.354796,0.870614,0.152129,0.833995,0.285014,0.818032
2019-03_game_0008769,blitz,73,419.5704,426.3643,0.70106,0.360469,0.811684,0.278023,0.914864,0.497501
2019-06_game_0000867,blitz,75,212.1682,261.4834,0.365727,0.589186,0.291336,0.344946,0.252072,0.733898
2019-03_game_0012766,blitz,53,47.8025,98.8022,0.738999,0.304814,0.654437,0.177568,0.777524,0.14661
2019-01_game_0017969,blitz,59,156.9558,158.2365,0.455986,0.587112,0.513052,0.2829,0.382465,0.399532
2019-06_game_0008490,blitz,77,342.4376,355.7224,0.415331,0.648914,0.869714,0.247471,0.788471,0.608034
2019-01_game_0001735,blitz,44,216.7423,221.838,0.624121,0.391068,0.186079,0.32252,0.208614,0.575355
2019-06_game_0000196,blitz,88,297.4925,114.7805,0.364391,0.507734,0.239385,0.657703,0.299322,0.500268
2019-06_game_0018926,blitz,57,252.6073,236.3365,0.789994,0.374623,0.164463,0.246364,0.585591,0.264017
2019-05_game_0017049,blitz,60,222.1218,235.988,0.361569,0.618939,0.180704,0.465602,0.351002,0.765982
2019-01_game_0021657,blitz,66,316.09,333.435,0.360453,0.730655,0.156878,0.953268,0.250793,0.460769
2019-04_game_0004590,blitz,100,297.8593,297.8499,0.570196,0.494919,0.370508,0.497906,0.271425,0.62452
2019-03_game_0008104,blitz,100,125.4468,134.4516,0.369192,0.425414,0.320448,0.754402,0.308349,0.388627
2019-06_game_0029246,blitz,67,78.1909,158.4183,0.406512,0.368249,0.581413,0.224992,0.523205,0.287288
2023-05_game_0023886,blitz,47,298.1169,326.2116,0.779161,0.347529,0.264447,0.214363,0.74552,0.163298
2019-06_game_0003069,blitz,100,143.4283,198.6355,0.557603,0.615845,0.365638,0.578131,0.325764,0.648243
2019-02_game_0017312,blitz,52,104.2006,96.283,0.250374,0.348093,0.175495,0.332996,0.129497,0.368108
2019-05_game_0022584,blitz,35,268.947,263.1194,0.314468,0.174749,0.206252,0.122862,0.532635,0.154018
2019-03_game_0024302,blitz,74,146.149,154.4033,0.367248,0.718744,0.199749,0.926498,0.590196,0.930947
2019-03_game_0018259,blitz,92,254.7712,261.2207,0.553185,0.358512,0.606116,0.351653,0.537979,0.52834
2023-05_game_0008796,blitz,73,645.3873,340.8316,0.702446,0.318566,0.878051,0.282867,0.831515,0.371358
2019-02_game_0025495,blitz,100,193.86,379.6074,0.407641,0.629265,0.394984,0.37362,0.528846,0.957414
2019-04_game_0021752,blitz,30,200.5269,196.4776,0.218411,0.211836,0.140849,0.143149,0.08461,0.410775
2019-04_game_0010908,blitz,82,142.2119,200.2852,0.488825,0.396949,0.351801,0.376488,0.50578,0.382719
2023-05_game_0019608,blitz,100,207.576,213.1363,0.411851,0.53721,0.399964,0.53531,0.493028,0.689515
2019-01_game_0012794,blitz,56,309.0497,318.291,0.297286,0.227009,0.232881,0.248222,0.282906,0.353422
2019-06_game_0024853,blitz,61,69.101,68.8234,0.667777,0.418481,0.499151,0.193525,0.518647,0.469544
2019-06_game_0006011,blitz,84,164.4718,169.6554,0.831105,0.383917,0.605904,0.396386,0.901515,0.48939
2019-06_game_0001653,blitz,100,151.247,168.4468,0.386284,0.497644,0.397317,0.402947,0.312358,0.35138
2019-03_game_0009330,blitz,98,132.6218,141.3522,0.480792,0.556592,0.505965,0.488151,0.507397,0.744096
2019-04_game_0000889,blitz,52,699.2766,765.6459,0.462146,0.606414,0.277543,0.680948,0.210116,0.696021
2019-04_game_0006730,blitz,100,258.879,198.1414,0.436498,0.620554,0.429424,0.427065,0.381998,0.369886
2019-02_game_0019113,blitz,72,76.5874,79.7669,0.34286,0.724882,0.216491,0.819856,0.296332,0.780527
2019-03_game_0021621,blitz,49,439.3047,447.22,0.800256,0.451509,0.677018,0.187306,0.787775,0.073328
2019-06_game_0008781,blitz,46,235.5802,257.3443,0.559804,0.480563,0.191573,0.756019,0.315879,0.665362
2023-05_game_0018667,blitz,58,250.5596,250.887,0.514468,0.540303,0.197821,0.238063,0.185097,0.394593
2019-06_game_0016612,blitz,100,217.7586,228.7232,0.598292,0.489917,0.43249,0.561929,0.367617,0.369482
2019-02_game_0004517,blitz,100,201.1866,104.2438,0.503991,0.555403,0.589214,0.324202,0.360394,0.3765
2019-02_game_0011800,blitz,74,414.2916,286.3484,0.589745,0.30086,0.19299,0.339228,0.456169,0.544122
2019-06_game_0016543,blitz,26,342.7237,518.0384,0.240743,0.292451,0.058703,0.117658,0.02978,0.121161
2023-05_game_0014274,blitz,98,148.72,145.9402,0.357871,0.734355,0.312304,0.871115,0.463607,0.782637
2019-03_game_0013930,blitz,100,222.048,196.9818,0.307903,0.327004,0.355028,0.368906,0.611452,0.69775
2023-05_game_0009876,blitz,49,135.2864,134.5991,0.283629,0.223739,0.194099,0.157837,0.412895,0.077195
2019-04_game_0029789,blitz,57,165.4584,166.409,0.353938,0.34924,0.900976,0.263401,0.773667,0.276113
2019-05_game_0016235,blitz,66,247.0569,53.972,0.333612,0.789969,0.195555,0.470841,0.385744,0.91569
2019-02_game_0025628,blitz,25,565.7808,539.2929,0.360564,0.198974,0.069577,0.085797,0.252563,0.238661
2019-06_game_0021243,blitz,100,114.0063,117.1052,0.489117,0.440703,0.450259,0.477974,0.554144,0.425435
2019-02_game_0027971,blitz,58,313.6588,284.3396,0.389637,0.458238,0.204295,0.656102,0.383383,0.841877
2019-03_game_0018793,blitz,65,210.1158,187.8334,0.786427,0.310945,0.945236,0.166979,0.660495,0.310549
2019-05_game_0018418,blitz,61,307.9992,169.0362,0.486027,0.425147,0.651726,0.276455,0.551135,0.421697
2019-03_game_0011289,blitz,62,220.7686,205.0396,0.327884,0.785578,0.218208,0.250009,0.180567,0.737452
2019-04_game_0021851,blitz,61,57.0117,63.1021,0.402627,0.67762,0.241462,0.282291,0.398665,0.28431
2019-02_game_0007105,blitz,56,501.4789,454.9511,0.259888,0.249925,0.205571,0.215004,0.262256,0.18649
2019-03_game_0013725,blitz,51,264.5996,279.9138,0.726358,0.318209,0.909758,0.133342,0.835386,0.295707
2019-05_game_0002211,blitz,100,583.9857,589.7024,0.449905,0.640436,0.355143,0.523996,0.759753,0.766648
2023-05_game_0007050,blitz,57,125.4442,51.5628,0.580753,0.413478,0.698806,0.215191,0.351412,0.324334
2019-03_game_0027933,blitz,100,327.4877,294.2908,0.674925,0.422493,0.699649,0.530459,0.494973,0.725206
2023-05_game_0015859,blitz,48,484.5416,479.0918,0.675917,0.69581,0.35575,0.330164,0.333193,0.612358
2019-06_game_0013789,blitz,57,123.5946,177.9218,0.512069,0.394104,0.400254,0.294381,0.427806,0.257886
2019-04_game_0023475,blitz,100,367.6497,373.2072,0.398472,0.373555,0.552728,0.531759,0.396587,0.393194
2019-01_game_0025421,blitz,100,171.4267,188.578,0.474239,0.387966,0.453467,0.346593,0.58154,0.367275
2019-04_game_0016844,blitz,22,203.5402,194.3892,0.122233,0.149078,0.046385,0.059362,0.028559,0.08598
2019-03_game_0015525,blitz,35,152.1862,151.6007,0.63777,0.293156,0.413584,0.125035,0.595856,0.136599
2019-04_game_0001903,blitz,100,201.3761,185.5615,0.47734,0.488104,0.22263,0.7794,0.637456,0.399953
2019-03_game_0012117,blitz,68,233.7019,232.871,0.424953,0.636427,0.405733,0.472738,0.472315,0.820825
2019-04_game_0028492,blitz,35,147.0248,145.8596,0.477004,0.451632,0.143502,0.190211,0.383657,0.115196
2019-02_game_0002909,blitz,64,152.6317,266.3887,0.366887,0.255356,0.302914,0.257237,0.852614,0.942825
2019-06_game_0006414,blitz,52,87.6437,87.8289,0.539306,0.268004,0.201016,0.238478,0.319651,0.619243
2019-01_game_0012738,blitz,56,86.8189,85.9784,0.417495,0.540776,0.202058,0.738645,0.107022,0.746976
2023-05_game_0020524,blitz,72,195.6796,195.0083,0.489943,0.363222,0.236216,0.477997,0.466591,0.569881
2019-04_game_0013724,blitz,29,311.5565,85.2322,0.374142,0.357437,0.146777,0.157843,0.712483,0.140208
2019-01_game_0014795,blitz,100,280.0811,381.4181,0.425638,0.521229,0.402511,0.355345,0.356341,0.434211
2019-05_game_0009142,blitz,79,302.2533,331.704,0.822065,0.3853,0.303761,0.407694,0.732687,0.388664
2023-05_game_0019615,blitz,42,1091.0065,1274.4073,0.584733,0.700863,0.187526,0.29143,0.08947,0.64001
2019-03_game_0001514,blitz,97,269.5332,323.6741,0.492102,0.433381,0.447208,0.356643,0.253597,0.290525
2019-01_game_0014071,blitz,69,398.9222,337.4989,0.341929,0.785531,0.260516,0.412259,0.589101,0.482068
2019-06_game_0020855,blitz,50,480.2677,496.1208,0.392452,0.784103,0.184903,0.828278,0.165839,0.876993
2023-05_game_0001143,blitz,100,261.7401,251.3258,0.691196,0.478431,0.727627,0.4531,0.71972,0.636064
2019-06_game_0001643,blitz,74,287.8897,308.8068,0.564401,0.362591,0.384974,0.439366,0.401435,0.826602
2019-01_game_0016123,blitz,53,99.5389,87.8396,0.72956,0.350773,0.910961,0.159861,0.67426,0.204848
2019-05_game_0020514,blitz,100,170.1987,212.231,0.619986,0.432272,0.593175,0.446959,0.370937,0.366525
2019-06_game_0003668,blitz,56,68.1166,62.459,0.324636,0.797378,0.411361,0.349216,0.329995,0.485659
2019-03_game_0002280,blitz,100,591.6578,572.6443,0.553872,0.379469,0.400739,0.397332,0.665709,0.638242
2019-02_game_0008532,blitz,40,239.7488,230.5298,0.1913,0.297678,0.113994,0.177415,0.483302,0.756023
2019-01_game_0008548,blitz,57,390.1199,184.9558,0.539593,0.340143,0.675831,0.343538,0.740194,0.346856
2019-05_game_0020665,blitz,100,956.5266,917.1462,0.576523,0.4762,0.431642,0.407407,0.554261,0.584716
2023-05_game_0010136,blitz,64,552.0026,582.6614,0.329029,0.844598,0.186566,0.863473,0.221338,0.355581
2019-02_game_0018258,blitz,96,306.2827,505.5641,0.651794,0.435861,0.266248,0.425465,0.731698,0.855121
2019-02_game_0004149,blitz,26,426.8906,496.4341,0.369304,0.442654,0.084157,0.590506,0.03843,0.459127
2019-05_game_0002079,blitz,100,499.1977,479.5253,0.472818,0.603017,0.327015,0.716281,0.627819,0.704205
2019-05_game_0026105,blitz,100,364.2678,370.877,0.538851,0.392544,0.802334,0.34863,0.685753,0.746829
2019-02_game_0014083,blitz,100,411.4572,195.4506,0.451086,0.420586,0.581599,0.380545,0.496054,0.611627
2019-02_game_0029362,blitz,28,597.4974,612.5354,0.349208,0.446877,0.050891,0.095339,0.140744,0.273235
2019-06_game_0005002,blitz,100,228.8566,189.3044,0.4475,0.414136,0.610637,0.477031,0.471264,0.405942
2019-06_game_0001281,blitz,100,331.4525,287.3234,0.451782,0.485015,0.317073,0.51673,0.343697,0.355666
2019-06_game_0026635,blitz,73,275.5731,340.1042,0.674934,0.339664,0.864657,0.216246,0.769695,0.442536
2019-04_game_0017514,blitz,50,200.4847,203.2277,0.357798,0.796039,0.195387,0.786264,0.243224,0.812533
2019-05_game_0014171,blitz,100,239.6332,239.1727,0.492399,0.413767,0.59964,0.29788,0.545076,0.35256
2019-02_game_0029041,blitz,58,389.0147,336.7617,0.407091,0.572265,0.191035,0.727508,0.201202,0.712167
2019-04_game_0005968,blitz,66,364.7769,354.016,0.52327,0.381861,0.291966,0.427846,0.394751,0.702793
2019-03_game_0012448,blitz,100,205.8621,197.8806,0.62537,0.373726,0.57863,0.364995,0.612596,0.647537
2019-04_game_0011072,blitz,73,257.3745,251.7424,0.63318,0.363319,0.343767,0.279765,0.834244,0.463412
2019-06_game_0002620,blitz,88,430.1499,367.413,0.436888,0.71826,0.426169,0.474274,0.417472,0.776996
2019-02_game_0012327,blitz,54,184.7857,139.6929,0.361736,0.718072,0.198537,0.435865,0.397827,0.741823
2019-04_game_0001685,blitz,37,638.961,531.0862,0.691716,0.49674,0.225975,0.144766,0.780126,0.426945
2019-05_game_0019411,blitz,94,288.8208,293.6619,0.442931,0.708693,0.475859,0.235216,0.559261,0.558563
2019-01_game_0016136,blitz,31,322.9963,289.3034,0.440375,0.320118,0.266074,0.112263,0.738071,0.059002
2019-02_game_0025959,blitz,59,274.1682,36.5907,0.59276,0.447878,0.622178,0.175039,0.520985,0.117263
2019-04_game_0001456,blitz,46,448.1002,591.3926,0.252823,0.302238,0.342111,0.265867,0.316577,0.587687
2023-05_game_0014737,blitz,78,171.7962,169.9853,0.686366,0.596758,0.312207,0.339622,0.730518,0.806505
2019-02_game_0026403,blitz,100,231.4209,225.2149,0.387613,0.505968,0.399329,0.508056,0.610451,0.77633
2019-02_game_0021505,blitz,100,250.7321,292.0793,0.578937,0.457167,0.417549,0.370982,0.461892,0.49051
2019-01_game_0002002,blitz,49,119.2598,149.2777,0.256553,0.256905,0.30722,0.224974,0.640868,0.238938
2019-06_game_0017162,blitz,27,171.2986,80.9706,0.387232,0.395786,0.550649,0.078896,0.61838,0.213601
2019-05_game_0006131,blitz,99,129.2124,119.3173,0.583658,0.365281,0.882812,0.264883,0.542213,0.465422
2019-06_game_0021138,blitz,64,353.4562,495.9316,0.720218,0.465884,0.349559,0.417798,0.322697,0.799387
2019-06_game_0008145,blitz,39,524.1779,490.6996,0.656768,0.356006,0.648707,0.171686,0.502022,0.168535
2019-06_game_0004369,blitz,52,183.7525,215.9574,0.44764,0.454577,0.185563,0.595874,0.474319,0.5144
2019-04_game_0020276,blitz,97,358.7975,345.8459,0.364749,0.377264,0.448883,0.397247,0.73055,0.645147
2019-01_game_0017289,blitz,73,391.2793,381.2067,0.622213,0.382226,0.770915,0.206525,0.607719,0.19245
2019-02_game_0025620,blitz,21,1367.2495,1346.7939,0.28971,0.12007,0.078876,0.045093,0.588635,0.28551
2019-03_game_0018576,blitz,52,536.7042,519.319,0.314132,0.70432,0.225864,0.371776,0.58258,0.644305
2019-02_game_0019247,blitz,68,314.4301,346.8131,0.401301,0.720659,0.187113,0.942699,0.344385,0.71042
2019-06_game_0022735,blitz,49,410.9599,219.8345,0.281459,0.294461,0.259743,0.200214,0.611634,0.166884
2019-06_game_0026801,blitz,93,447.3037,444.9633,0.818288,0.400426,0.503337,0.291878,0.546901,0.158657
2019-01_game_0016094,blitz,84,226.6977,226.9348,0.360854,0.671593,0.332106,0.406829,0.526511,0.715764
2019-03_game_0028295,blitz,48,252.23,247.6786,0.358969,0.634836,0.14506,0.436092,0.375283,0.726249
2019-03_game_0029052,blitz,99,435.8386,425.2851,0.648624,0.355625,0.544769,0.288284,0.711799,0.5802
2019-02_game_0029038,blitz,100,248.7885,251.9496,0.496854,0.408782,0.432706,0.382366,0.470509,0.532459
2023-05_game_0013364,blitz,26,305.352,526.405,0.358038,0.260348,0.065268,0.111626,0.136967,0.242229
2019-05_game_0025371,blitz,38,307.5848,357.9069,0.45184,0.63254,0.185175,0.299947,0.105107,0.407077
2023-05_game_0019634,blitz,33,148.8581,145.2404,0.430918,0.298222,0.296324,0.120174,0.584137,0.073815
2019-03_game_0012266,blitz,87,335.1553,283.5838,0.629238,0.734122,0.240611,0.500978,0.365773,0.31707
2023-05_game_0003022,blitz,20,374.9055,322.6653,0.097294,0.101046,0.044741,0.083654,0.041697,0.121578
2019-03_game_0001253,blitz,90,168.101,165.0634,0.393943,0.396388,0.40014,0.475454,0.498001,0.513451
2019-06_game_0014623,blitz,26,315.6158,400.752,0.151403,0.265868,0.055638,0.07224,0.090204,0.167072
2019-01_game_0021276,blitz,39,378.6247,385.1302,0.788534,0.30987,0.541796,0.119194,0.617321,0.304285
2019-04_game_0022580,blitz,79,189.0595,236.3139,0.362603,0.585141,0.287064,0.483097,0.809937,0.198812
2019-05_game_0015068,blitz,54,199.3374,211.673,0.492533,0.660324,0.405654,0.217865,0.368631,0.661137
