game_id,time_control,num_plies,white_s_att,black_s_att,white_lgbm_a0g,black_lgbm_a0g,white_detector_a3g_seed0,black_detector_a3g_seed0,white_cnn_bilstm_a4,black_cnn_bilstm_a4
2023-05_game_0002688,rapid,45,450.8956,509.7516,0.707296,0.347028,0.212111,0.205215,0.743604,0.228571
2019-03_game_0019420,rapid,51,426.1418,421.1496,0.750385,0.296822,0.828417,0.152797,0.819209,0.172429
2019-02_game_0014898,rapid,68,242.0107,254.6478,0.295388,0.736525,0.225957,0.894949,0.385722,0.733795
2019-01_game_0010275,rapid,97,311.4008,237.7897,0.525318,0.381295,0.858263,0.362365,0.674597,0.440196
2019-02_game_0011708,rapid,82,97.9837,77.7096,0.69351,0.36225,0.369679,0.343652,0.275193,0.579165
2023-05_game_0012409,rapid,54,202.1087,216.9471,0.337516,0.785904,0.151229,0.914969,0.082583,0.444889
2019-04_game_0020112,rapid,32,639.3759,544.7388,0.376019,0.507806,0.147906,0.242702,0.206358,0.610006
2019-01_game_0012937,rapid,82,206.8822,195.5086,0.482883,0.362024,0.331848,0.441712,0.591052,0.726145
2019-01_game_0021088,rapid,100,192.8313,208.1923,0.512941,0.394447,0.530975,0.370752,0.522876,0.499622
2019-01_game_0021525,rapid,100,257.1727,306.1396,0.390377,0.525295,0.432856,0.402171,0.302947,0.498199
2019-04_game_0025101,rapid,71,263.1406,327.0046,0.311887,0.495672,0.319814,0.290778,0.774625,0.507056
2019-03_game_0029179,rapid,100,384.5945,362.7829,0.4997,0.430034,0.340955,0.898964,0.609005,0.663439
2019-05_game_0026644,rapid,46,319.3164,320.2945,0.478333,0.615242,0.146503,0.846998,0.075177,0.33537
2019-04_game_0021495,rapid,93,132.3267,160.3532,0.403222,0.524993,0.35496,0.296501,0.688207,0.563713
2019-06_game_0002992,rapid,34,506.2917,506.9804,0.459346,0.653894,0.131419,0.117562,0.011864,0.093627
2019-05_game_0012692,rapid,32,263.9253,358.652,0.18999,0.215213,0.085743,0.174586,0.07744,0.416459
2019-02_game_0013313,rapid,47,415.9271,414.0126,0.420311,0.574858,0.637493,0.212824,0.677781,0.117707
2019-03_game_0009780,rapid,53,175.2353,176.5957,0.3931,0.356567,0.702662,0.180973,0.708308,0.055416
2019-04_game_0022819,rapid,42,281.8772,54.2682,0.471997,0.614296,0.132047,0.193801,0.341108,0.705593
2019-04_game_0004050,rapid,100,219.3288,273.6469,0.46847,0.525919,0.414368,0.678289,0.439523,0.540837
2019-01_game_0027657,rapid,30,485.6674,474.8309,0.219818,0.199564,0.085522,0.095131,0.16596,0.369269
2023-05_game_0022655,rapid,54,563.9504,614.5334,0.311502,0.687699,0.239075,0.254106,0.186225,0.70702
2019-06_game_0011814,rapid,39,256.3249,255.7711,0.449343,0.420022,0.116575,0.133786,0.652114,0.111628
2019-04_game_0016281,rapid,41,306.0953,358.6646,0.27168,0.310704,0.211393,0.262423,0.745633,0.633923
2023-05_game_0029833,rapid,33,316.5524,406.6835,0.419475,0.38783,0.224043,0.166607,0.658449,0.2372
2019-06_game_0008835,rapid,100,334.6952,363.3207,0.480442,0.577507,0.24592,0.948123,0.123459,0.429008
2019-05_game_0008418,rapid,82,342.7861,399.8951,0.780333,0.374668,0.219282,0.381416,0.411635,0.79524
2019-05_game_0002549,rapid,100,533.1408,537.8791,0.406638,0.461702,0.399016,0.363096,0.47129,0.618414
2019-04_game_0025106,rapid,80,658.6674,653.459,0.549648,0.67505,0.30197,0.869605,0.372991,0.380302
2023-05_game_0026816,rapid,100,745.7405,338.6255,0.401139,0.478001,0.369487,0.489747,0.190847,0.348529
2019-02_game_0027305,rapid,42,307.8243,314.5458,0.452549,0.279959,0.202568,0.150139,0.482848,0.621903
2019-04_game_0005732,rapid,26,187.3972,231.2637,0.121328,0.118479,0.038556,0.042622,0.086203,0.107087
2019-03_game_0028779,rapid,44,809.8523,995.7759,0.432874,0.75092,0.178057,0.160612,0.094795,0.613412
2019-06_game_0004230,rapid,43,440.2775,304.9308,0.625801,0.462025,0.864704,0.187242,0.818908,0.113704
2019-05_game_0016936,rapid,31,280.7231,274.1107,0.400311,0.497323,0.73511,0.146527,0.683743,0.068982
2019-02_game_0019547,rapid,63,452.4877,276.2738,0.667981,0.31404,0.823177,0.15608,0.789454,0.223336
2023-05_game_0021555,rapid,100,382.3329,476.2618,0.397046,0.42618,0.36454,0.378117,0.420935,0.58573
2023-05_game_0015117,rapid,97,382.2162,366.2725,0.425801,0.581181,0.467097,0.474483,0.394939,0.426877
2019-05_game_0027387,rapid,100,320.6206,318.2968,0.585632,0.415276,0.268487,0.593694,0.455245,0.675178
2019-02_game_0003889,rapid,69,365.4491,353.2554,0.630441,0.508997,0.384798,0.249914,0.750556,0.586786
2019-04_game_0019089,rapid,55,213.449,200.3161,0.480222,0.426435,0.536185,0.195388,0.749572,0.127017
2019-05_game_0024188,rapid,38,302.2767,307.852,0.299412,0.685075,0.131837,0.227803,0.112784,0.730788
2019-05_game_0000951,rapid,100,205.8973,242.8409,0.436899,0.533212,0.563496,0.389152,0.317492,0.351226
2019-04_game_0009372,rapid,100,208.6223,206.9809,0.496437,0.582947,0.395993,0.563204,0.843626,0.733445
2019-06_game_0024318,rapid,50,212.8447,473.9789,0.317754,0.235236,0.165845,0.254237,0.191724,0.626189
2019-03_game_0026151,rapid,43,336.1293,336.8068,0.658448,0.573377,0.572226,0.170134,0.137344,0.432244
2019-02_game_0015574,rapid,55,209.8956,355.4465,0.765967,0.391954,0.405407,0.243471,0.645263,0.081087
2019-04_game_0010413,rapid,59,575.5326,589.2227,0.603757,0.384868,0.762424,0.194047,0.698204,0.152393
2019-05_game_0004653,rapid,90,280.5438,229.5739,0.292773,0.640753,0.286278,0.466049,0.583291,0.40392
2019-06_game_0004441,rapid,64,75.1885,80.2523,0.680748,0.36766,0.247795,0.273596,0.194662,0.651464
2019-06_game_0025046,rapid,30,224.7135,328.8792,0.196508,0.187804,0.068118,0.104247,0.10404,0.303953
2019-01_game_0007024,rapid,59,121.3026,103.6374,0.466797,0.651948,0.797089,0.43839,0.216916,0.381223
2019-03_game_0017087,rapid,93,278.0312,416.2661,0.370077,0.368424,0.545655,0.392411,0.633067,0.261045
2023-05_game_0010301,rapid,65,120.2862,96.1821,0.360564,0.512299,0.563573,0.202665,0.631405,0.094909
2019-06_game_0006050,rapid,100,133.3713,106.1318,0.477654,0.452696,0.689792,0.386579,0.202332,0.316233
2023-05_game_0019184,rapid,100,155.3031,190.6496,0.414124,0.507063,0.49495,0.465264,0.145955,0.426124
2019-01_game_0009163,rapid,100,119.1403,230.1437,0.400022,0.39168,0.333236,0.319541,0.483874,0.627221
2019-02_game_0024209,rapid,39,435.373,461.5243,0.43433,0.365139,0.168943,0.135193,0.437026,0.104915
2019-05_game_0008627,rapid,49,287.9592,302.6887,0.75539,0.357486,0.204977,0.159659,0.639217,0.198222
2023-05_game_0000104,rapid,100,492.5546,594.6514,0.635592,0.510631,0.498355,0.383647,0.618128,0.649411
2019-03_game_0029774,rapid,55,95.0387,119.8411,0.266602,0.287318,0.16551,0.129113,0.855395,0.111082
2023-05_game_0019210,rapid,100,268.1174,294.807,0.452966,0.548437,0.555206,0.339692,0.299803,0.552003
2019-01_game_0007591,rapid,78,157.6902,155.7419,0.506206,0.501209,0.427707,0.273814,0.304654,0.627123
2019-06_game_0011251,rapid,87,101.3953,95.7955,0.421878,0.341798,0.638327,0.276039,0.612212,0.308445
2019-06_game_0013890,rapid,86,383.6476,369.5416,0.362042,0.431725,0.236046,0.390275,0.51592,0.472219
2019-03_game_0001185,rapid,99,177.6287,165.1247,0.549485,0.433876,0.833368,0.30307,0.438891,0.288178
2019-04_game_0014449,rapid,50,365.1731,341.1193,0.389492,0.732469,0.230396,0.186247,0.201184,0.602171
2023-05_game_0026323,rapid,30,213.1757,211.1963,0.240356,0.375115,0.099741,0.342348,0.02478,0.435341
2019-04_game_0025289,rapid,69,243.079,207.9612,0.664703,0.344675,0.382153,0.17124,0.663223,0.484383
2019-04_game_0005069,rapid,94,135.6075,145.8082,0.480268,0.433081,0.269055,0.529057,0.308934,0.545808
2023-05_game_0020265,rapid,47,415.9965,450.0285,0.189084,0.252982,0.16079,0.131318,0.433053,0.252914
2019-05_game_0010910,rapid,68,388.763,363.1647,0.375877,0.545718,0.258777,0.28692,0.443007,0.774339
2019-04_game_0022863,rapid,82,445.4703,469.9514,0.333564,0.822271,0.213382,0.901466,0.559419,0.700699
2019-05_game_0020655,rapid,57,336.359,344.9829,0.815817,0.399406,0.511616,0.229306,0.686527,0.124244
2019-06_game_0023537,rapid,52,503.5016,299.5851,0.558768,0.400699,0.26673,0.174955,0.052972,0.288642
2019-05_game_0022808,rapid,79,778.4993,794.6033,0.805169,0.364049,0.840926,0.24039,0.515165,0.204993
2023-05_game_0004682,rapid,88,153.7652,126.8151,0.363893,0.542983,0.370773,0.496549,0.59876,0.50606
2019-03_game_0027079,rapid,100,126.6569,142.7244,0.426915,0.586633,0.39594,0.540339,0.457273,0.453952
2019-03_game_0019362,rapid,100,479.2191,524.5457,0.396477,0.556841,0.463519,0.369301,0.373966,0.485659
2019-04_game_0023133,rapid,79,613.1818,646.1635,0.355984,0.676784,0.433641,0.288413,0.420872,0.260702
2023-05_game_0019364,rapid,55,417.5592,129.7882,0.604445,0.401638,0.736088,0.16392,0.076115,0.491691
2023-05_game_0011089,rapid,100,216.4045,217.295,0.484761,0.35226,0.451643,0.322484,0.174875,0.423154
2023-05_game_0000028,rapid,58,423.917,383.0125,0.244167,0.717389,0.125427,0.903349,0.581296,0.835042
2019-01_game_0007341,rapid,63,401.9564,408.7504,0.646411,0.349733,0.901912,0.148106,0.557428,0.23048
2019-03_game_0013370,rapid,48,603.0332,610.6383,0.293966,0.670295,0.203007,0.245421,0.27325,0.858154
2019-04_game_0011989,rapid,70,108.0136,51.943,0.436019,0.465996,0.231975,0.308784,0.297146,0.725592
2019-02_game_0019561,rapid,48,341.8936,360.4083,0.399781,0.498293,0.204691,0.385048,0.210932,0.623503
2023-05_game_0019601,rapid,51,171.593,165.8851,0.774895,0.310851,0.872132,0.157135,0.731609,0.144391
2019-03_game_0022042,rapid,55,323.4016,329.8611,0.799475,0.40982,0.403848,0.181734,0.892805,0.113693
2023-05_game_0011911,rapid,21,329.3422,228.5871,0.212188,0.062974,0.063452,0.047205,0.386357,0.080469
2019-04_game_0029944,rapid,82,363.8019,387.5477,0.283755,0.491989,0.187037,0.711123,0.340932,0.589215
2019-01_game_0016042,rapid,57,438.2159,403.6608,0.64057,0.298305,0.723665,0.162076,0.615999,0.041688
2019-01_game_0022950,rapid,70,256.8885,233.5731,0.36336,0.738206,0.251645,0.386457,0.384149,0.795483
2019-04_game_0003541,rapid,41,112.4821,146.6685,0.455843,0.662768,0.342394,0.191256,0.329751,0.371883
2019-06_game_0016548,rapid,97,188.492,227.5408,0.449709,0.43724,0.498638,0.437752,0.309244,0.430458
2023-05_game_0000436,rapid,91,168.5047,144.7863,0.463691,0.290224,0.529062,0.302534,0.294623,0.332637
2019-03_game_0023021,rapid,79,735.2897,387.1755,0.491151,0.361225,0.701094,0.211118,0.75444,0.206925
2019-01_game_0014089,rapid,58,109.0588,95.6101,0.444802,0.425202,0.190257,0.631773,0.117304,0.538626
2019-03_game_0010190,rapid,54,229.0419,250.4423,0.625238,0.482797,0.186973,0.724051,0.077072,0.751703
2023-05_game_0016884,rapid,100,419.6654,636.3188,0.613112,0.619599,0.278804,0.595888,0.138066,0.10466
2019-02_game_0020275,rapid,82,410.5939,403.0829,0.378224,0.685948,0.363488,0.239712,0.438958,0.640049
2019-05_game_0012299,rapid,36,101.1164,106.1478,0.415173,0.640102,0.12705,0.663738,0.161072,0.60186
2019-02_game_0005744,rapid,45,188.5121,163.7029,0.468727,0.389848,0.242195,0.114186,0.699901,0.112049
2019-06_game_0001834,rapid,52,338.8771,311.2961,0.67393,0.623295,0.159436,0.332007,0.282725,0.642871
2019-05_game_0004605,rapid,52,414.2696,397.1804,0.418333,0.54995,0.181593,0.586974,0.221237,0.822757
2019-04_game_0026649,rapid,57,751.5755,732.5892,0.751928,0.327238,0.563608,0.238348,0.599948,0.339521
2019-02_game_0013370,rapid,66,123.7146,135.2054,0.344453,0.782315,0.204316,0.406905,0.276958,0.589296
2019-05_game_0006959,rapid,37,118.7309,113.5029,0.471804,0.417605,0.443379,0.136015,0.563907,0.056703
2023-05_game_0024641,rapid,30,333.3115,322.6301,0.551323,0.37253,0.139443,0.5396,0.204445,0.484721
2019-01_game_0002485,rapid,34,758.6533,669.0229,0.70813,0.395897,0.124761,0.22123,0.121886,0.671066
2023-05_game_0019226,rapid,78,228.2646,252.0611,0.36118,0.814929,0.199101,0.615365,0.26565,0.589965
2019-06_game_0025569,rapid,42,713.8192,747.2793,0.447999,0.772676,0.124958,0.763824,0.064642,0.596916
2019-03_game_0013435,rapid,25,233.9955,248.1343,0.490744,0.286823,0.66373,0.075669,0.467209,0.06877
2023-05_game_0028163,rapid,72,317.9404,369.9187,0.379391,0.714038,0.241893,0.348058,0.239169,0.474824
2019-05_game_0003385,rapid,82,346.8441,470.5742,0.431756,0.274558,0.295626,0.58029,0.42151,0.547053
2019-03_game_0011795,rapid,38,98.7195,30.4571,0.444366,0.344373,0.102778,0.437191,0.105024,0.647548
2019-02_game_0016033,rapid,23,685.806,687.9802,0.261213,0.415905,0.347267,0.067272,0.489479,0.055372
2023-05_game_0000486,rapid,100,149.7893,155.6583,0.59029,0.475498,0.462344,0.42574,0.343836,0.268018
2019-04_game_0006804,rapid,24,264.65,450.8638,0.296636,0.507566,0.055569,0.059224,0.038397,0.383272
2019-05_game_0016253,rapid,24,280.5995,262.4411,0.171279,0.133696,0.054789,0.083905,0.010713,0.167068
2019-01_game_0017317,rapid,37,777.6028,733.0456,0.579391,0.643654,0.721511,0.232812,0.703434,0.231932
2023-05_game_0001381,rapid,26,427.0497,767.4742,0.271107,0.394097,0.058248,0.223253,0.127774,0.733851
2019-06_game_0024242,rapid,81,501.935,521.2915,0.680349,0.392302,0.88041,0.288344,0.653205,0.451595
2019-01_game_0011811,rapid,48,281.6963,276.1287,0.575623,0.378797,0.142104,0.715208,0.130625,0.663621
2019-06_game_0002216,rapid,49,282.2714,566.6175,0.530818,0.515815,0.223392,0.188453,0.55906,0.487123
2019-01_game_0009745,rapid,56,245.8287,152.5881,0.74842,0.395131,0.295523,0.209975,0.35175,0.669358
2019-04_game_0016765,rapid,100,317.258,281.7233,0.440348,0.523775,0.345871,0.53165,0.471496,0.560437
2019-02_game_0026479,rapid,84,127.2812,88.3112,0.496069,0.533544,0.303005,0.423273,0.104175,0.613363
2019-02_game_0025150,rapid,52,109.2675,185.3869,0.244953,0.364687,0.233931,0.252348,0.078937,0.589074
2019-01_game_0000682,rapid,100,113.7502,116.57,0.399577,0.497881,0.373788,0.545961,0.512884,0.49921
2019-03_game_0007115,rapid,64,222.2715,204.4068,0.377594,0.659533,0.213568,0.777527,0.089767,0.503026
2019-04_game_0011275,rapid,100,266.3667,258.0205,0.389121,0.544009,0.364153,0.529389,0.476359,0.667271
2019-04_game_0028578,rapid,78,452.5714,423.7973,0.324321,0.695823,0.233792,0.852797,0.457624,0.57108
2023-05_game_0011575,rapid,40,736.6276,796.6404,0.295353,0.426729,0.129573,0.25163,0.561756,0.773022
2019-06_game_0014025,rapid,44,238.5441,236.7354,0.536074,0.496033,0.166658,0.171648,0.084097,0.060843
2023-05_game_0024017,rapid,65,106.5756,123.3566,0.780973,0.568357,0.44311,0.202359,0.492507,0.16958
2019-01_game_0026173,rapid,100,411.999,420.1639,0.471256,0.52913,0.440454,0.53432,0.464544,0.571285
2019-06_game_0011389,rapid,43,440.051,302.1528,0.414558,0.396783,0.700237,0.177474,0.558458,0.275069
2019-05_game_0008795,rapid,52,317.4511,262.081,0.302425,0.583021,0.160136,0.832364,0.152299,0.757092
2019-01_game_0011651,rapid,24,105.018,181.7609,0.193727,0.145391,0.042168,0.04028,0.190245,0.428145
2019-02_game_0000472,rapid,100,213.0972,213.3882,0.402273,0.512929,0.415512,0.48345,0.351027,0.412673
2019-04_game_0006025,rapid,76,348.4633,375.2549,0.800847,0.470014,0.274722,0.890356,0.275526,0.75859
2023-05_game_0002658,rapid,48,121.1075,124.5792,0.264328,0.235494,0.185788,0.143772,0.299847,0.594157
2019-06_game_0026742,rapid,82,253.7677,364.5731,0.324668,0.764489,0.299376,0.553237,0.319883,0.686445
2023-05_game_0019262,rapid,60,104.2728,103.8281,0.425674,0.466713,0.221007,0.438789,0.301185,0.724705
2019-06_game_0006670,rapid,100,353.9275,442.0814,0.540742,0.368612,0.513746,0.337855,0.232387,0.523009
2019-03_game_0005290,rapid,56,657.7885,623.4225,0.325858,0.844839,0.184634,0.602213,0.148528,0.661563
2019-04_game_0012535,rapid,28,608.0331,655.7289,0.209285,0.236597,0.041005,0.050748,0.106597,0.225235
2019-02_game_0013973,rapid,26,168.9142,212.8447,0.362306,0.35665,0.056367,0.051982,0.028907,0.149662
2019-06_game_0005505,rapid,100,432.4353,456.8806,0.397824,0.556852,0.275499,0.699989,0.633772,0.63235
2019-03_game_0007790,rapid,61,361.1747,360.5269,0.462709,0.3298,0.43115,0.247594,0.798238,0.277277
2023-05_game_0018037,rapid,61,127.1038,116.1687,0.534376,0.388576,0.277438,0.175276,0.557918,0.437472
2019-06_game_0000707,rapid,98,27.6357,41.3146,0.46384,0.598383,0.348553,0.533616,0.194605,0.365414
2019-02_game_0027999,rapid,83,511.4928,444.3251,0.358903,0.547574,0.367043,0.478774,0.801705,0.410608
2019-03_game_0021864,rapid,100,350.1395,410.4955,0.499095,0.495809,0.464524,0.44459,0.336738,0.543835
2019-05_game_0002659,rapid,93,485.485,443.5536,0.271859,0.566588,0.272029,0.563623,0.727302,0.58073
2019-02_game_0004657,rapid,100,75.2178,71.7275,0.463499,0.569555,0.278925,0.441581,0.328405,0.376545
2019-06_game_0013588,rapid,64,336.4577,330.0203,0.345077,0.605145,0.204644,0.621359,0.357621,0.74792
2019-01_game_0025106,rapid,96,361.9376,355.7758,0.343952,0.687203,0.344175,0.364539,0.497319,0.405663
2019-02_game_0017408,rapid,37,566.8521,519.0333,0.463331,0.227125,0.213728,0.207277,0.590018,0.117878
2019-02_game_0006364,rapid,74,228.5144,247.9442,0.397672,0.783639,0.229596,0.8561,0.358876,0.804267
2023-05_game_0020366,rapid,56,167.3976,183.4894,0.680186,0.379669,0.240731,0.309266,0.119379,0.55104
2019-05_game_0011405,rapid,83,180.9223,193.6787,0.404997,0.444272,0.320092,0.303688,0.469105,0.362502
2019-05_game_0013506,rapid,69,260.26,387.9023,0.742838,0.336213,0.892021,0.199854,0.763393,0.227167
2019-06_game_0024214,rapid,67,323.2012,212.996,0.756897,0.350808,0.502811,0.277011,0.748012,0.337579
2019-04_game_0016610,rapid,53,413.8833,411.0872,0.688583,0.323396,0.742185,0.163141,0.704317,0.049717
2023-05_game_0028867,rapid,35,231.066,149.9544,0.619926,0.377111,0.616885,0.073355,0.657708,0.39666
2019-01_game_0004621,rapid,55,205.0212,68.3371,0.30224,0.787509,0.239174,0.326523,0.796834,0.535656
2019-04_game_0021160,rapid,94,111.076,108.454,0.370944,0.678892,0.320648,0.700539,0.516055,0.748975
2019-02_game_0026557,rapid,48,244.972,186.9593,0.592802,0.391537,0.18649,0.254626,0.20633,0.671596
2019-04_game_0026267,rapid,59,487.4782,500.7522,0.706649,0.496331,0.503219,0.218508,0.726285,0.078725
2019-04_game_0025444,rapid,44,277.0514,281.3291,0.435695,0.429548,0.407317,0.161314,0.109743,0.186363
2019-05_game_0009504,rapid,37,137.8902,129.6217,0.639356,0.40859,0.279083,0.137567,0.773427,0.223197
2019-05_game_0004536,rapid,93,299.5184,283.8261,0.561092,0.414802,0.589173,0.333059,0.505639,0.452926
2019-04_game_0029591,rapid,68,238.0487,240.8753,0.366554,0.42833,0.245987,0.683875,0.61013,0.519843
2019-06_game_0028163,rapid,39,173.1453,173.0847,0.221263,0.174855,0.159876,0.134883,0.493683,0.116571
2019-04_game_0017408,rapid,32,302.9844,330.9617,0.27011,0.64254,0.081021,0.570001,0.142394,0.714189
2019-04_game_0005008,rapid,37,262.4199,264.165,0.530658,0.38032,0.177259,0.162523,0.416948,0.06747
2019-04_game_0006544,rapid,85,252.2731,184.3985,0.424417,0.578112,0.613117,0.242543,0.737304,0.484714
2019-04_game_0018977,rapid,50,194.2833,48.315,0.339929,0.419521,0.191459,0.753783,0.341918,0.681851
2019-04_game_0008504,rapid,100,144.306,135.8472,0.543828,0.398773,0.415996,0.292269,0.421901,0.583046
2019-04_game_0004168,rapid,52,289.7676,279.1525,0.397608,0.386537,0.147272,0.179917,0.040808,0.644614
2023-05_game_0019165,rapid,100,605.8612,587.4139,0.591277,0.50944,0.630571,0.284802,0.452257,0.649841
2019-06_game_0023991,rapid,22,219.6027,217.0786,0.10995,0.144722,0.046678,0.08223,0.100261,0.708475
2019-06_game_0012071,rapid,100,301.2073,438.5606,0.451331,0.666101,0.416462,0.529364,0.627133,0.603867
2019-04_game_0029136,rapid,66,350.3571,217.6649,0.42814,0.408259,0.312776,0.548705,0.258786,0.082741
2019-03_game_0021536,rapid,100,399.3914,406.683,0.494296,0.445657,0.328538,0.564096,0.288478,0.427019
2019-06_game_0023516,rapid,100,550.8774,549.0646,0.503747,0.447703,0.28864,0.654901,0.414006,0.618045
2019-01_game_0024897,rapid,70,355.9523,640.6072,0.229387,0.385962,0.191923,0.248675,0.058617,0.708478
2019-06_game_0000034,rapid,50,319.8925,342.7972,0.75724,0.42074,0.170193,0.715439,0.111687,0.619347
2019-01_game_0012917,rapid,98,536.7941,621.3457,0.435472,0.713884,0.235056,0.365238,0.250604,0.653075
2019-05_game_0002948,rapid,40,599.6293,583.3284,0.448359,0.561298,0.118977,0.495692,0.042805,0.483302
2019-05_game_0001858,rapid,77,195.2522,197.254,0.370299,0.388537,0.480744,0.508541,0.432462,0.399515
2019-03_game_0014055,rapid,53,705.5983,561.5631,0.445007,0.44671,0.845843,0.184187,0.589565,0.20556
2019-01_game_0009276,rapid,95,194.025,246.0508,0.663159,0.507846,0.521562,0.363637,0.538012,0.33885
2019-06_game_0018628,rapid,83,162.5587,162.9969,0.682101,0.382331,0.320623,0.345955,0.547105,0.383646
2019-04_game_0010554,rapid,68,195.3251,103.7843,0.535191,0.401442,0.398993,0.22308,0.136921,0.668818
2019-02_game_0015833,rapid,39,905.9951,842.1356,0.538386,0.623235,0.252764,0.19123,0.401415,0.193778
2019-06_game_0004201,rapid,23,194.1326,183.881,0.33259,0.492954,0.188136,0.03246,0.172436,0.012147
2019-03_game_0025391,rapid,100,226.8667,268.3483,0.520642,0.4522,0.3901,0.361287,0.765194,0.634103
2019-04_game_0006013,rapid,92,66.4118,120.467,0.344481,0.544358,0.340837,0.562151,0.264559,0.517213
2019-05_game_0029569,rapid,60,313.5328,272.8287,0.473438,0.451509,0.251311,0.777835,0.507594,0.109057
2019-04_game_0027628,rapid,95,102.0399,53.3925,0.487535,0.395231,0.526472,0.221595,0.331663,0.280634
2019-04_game_0027219,rapid,65,163.3353,152.3354,0.347176,0.623536,0.573058,0.22832,0.454764,0.246663
2019-02_game_0006567,rapid,53,63.9657,406.1064,0.560897,0.365249,0.291856,0.183223,0.68758,0.55232
2019-01_game_0027740,rapid,54,256.7341,256.0731,0.408767,0.384659,0.197119,0.606738,0.23275,0.517217
2019-05_game_0009412,rapid,61,164.9614,179.2818,0.530051,0.597012,0.330817,0.234366,0.711075,0.340008
2019-02_game_0009490,rapid,62,638.3947,341.2703,0.430819,0.768294,0.217742,0.772084,0.444706,0.769477
2019-03_game_0014646,rapid,65,470.0955,472.1141,0.738706,0.477952,0.938235,0.256313,0.855132,0.887192
2019-06_game_0028875,rapid,100,266.3006,246.6178,0.444747,0.446592,0.390436,0.352106,0.428648,0.543
2023-05_game_0023035,rapid,81,134.2616,206.3249,0.606831,0.455113,0.719369,0.356919,0.42243,0.658049
2019-02_game_0009667,rapid,78,612.4952,578.254,0.348209,0.760587,0.327025,0.490725,0.776691,0.721442
2019-06_game_0016208,rapid,43,429.5206,842.9499,0.815521,0.358078,0.591772,0.185641,0.722282,0.282247
2019-01_game_0018977,rapid,28,292.5172,248.6131,0.423517,0.42872,0.081386,0.371052,0.405739,0.527103
2019-05_game_0027248,rapid,81,264.2805,307.6308,0.38753,0.357207,0.387625,0.336809,0.592389,0.448573
2019-06_game_0022378,rapid,65,796.4912,396.3019,0.592584,0.367331,0.550854,0.210396,0.927678,0.602692
2019-05_game_0000305,rapid,51,362.6436,366.6856,0.636035,0.419541,0.899608,0.135925,0.741466,0.219033
2019-05_game_0006774,rapid,100,208.5693,226.8622,0.426817,0.579435,0.251722,0.854859,0.329532,0.156346
2019-05_game_0009459,rapid,61,780.4447,781.1386,0.587181,0.466278,0.781507,0.261746,0.559681,0.176569
2023-05_game_0025606,rapid,35,200.1315,203.2212,0.6666,0.303323,0.304412,0.101612,0.382948,0.054558
2019-06_game_0012916,rapid,32,409.9637,784.1639,0.370797,0.531282,0.110514,0.71195,0.062257,0.497877
2019-05_game_0017758,rapid,77,289.4544,299.6613,0.785174,0.346962,0.856677,0.308245,0.663519,0.484896
2019-01_game_0027278,rapid,36,204.7461,251.0489,0.424711,0.599166,0.092048,0.807668,0.0819,0.81276
2019-02_game_0011240,rapid,50,163.4434,172.2191,0.539372,0.383706,0.180926,0.719402,0.489169,0.740322
2019-04_game_0023159,rapid,62,206.299,176.8139,0.387892,0.798118,0.181152,0.757228,0.442465,0.850653
2019-05_game_0007608,rapid,73,224.5861,238.3351,0.468384,0.436034,0.637396,0.252203,0.486087,0.309226
2019-06_game_0012517,rapid,98,479.4017,621.0928,0.36108,0.579151,0.329638,0.846461,0.576255,0.645611
2019-06_game_0005598,rapid,100,128.2458,274.3179,0.48474,0.411857,0.529152,0.393651,0.254776,0.363028
2019-01_game_0024570,rapid,100,144.0984,145.6788,0.470572,0.490092,0.370326,0.521718,0.513508,0.334469
2023-05_game_0004660,rapid,37,359.5929,418.4485,0.259686,0.221432,0.075809,0.082722,0.561258,0.046331
2019-01_game_0019561,rapid,58,405.1722,508.1158,0.344554,0.574861,0.151029,0.573005,0.234058,0.794709
2019-04_game_0017496,rapid,100,100.9687,106.2404,0.469743,0.540247,0.436129,0.465827,0.56982,0.779467
2019-06_game_0027453,rapid,89,244.6401,452.1047,0.405272,0.373895,0.355296,0.444051,0.617684,0.702962
2019-05_game_0000382,rapid,22,43.4515,48.4191,0.154196,0.126689,0.028099,0.035729,0.012151,0.342902
2019-02_game_0022903,rapid,32,234.5762,323.0423,0.453733,0.394038,0.138965,0.569617,0.344097,0.741525
2019-02_game_0020712,rapid,89,140.8606,142.4648,0.460802,0.399003,0.335902,0.33646,0.324704,0.228005
2019-01_game_0010588,rapid,54,145.1236,143.1855,0.372582,0.688728,0.148015,0.756473,0.351973,0.790716
2019-04_game_0020983,rapid,54,67.1655,84.3536,0.637032,0.425438,0.291122,0.207159,0.126732,0.636388
2019-06_game_0005043,rapid,75,390.9052,407.8295,0.521992,0.584034,0.830335,0.246298,0.699531,0.586364
2019-03_game_0017280,rapid,100,155.0264,105.4351,0.395074,0.528518,0.246761,0.503164,0.179012,0.198705
2019-06_game_0002591,rapid,66,179.9074,82.1657,0.325691,0.759424,0.166403,0.914661,0.140499,0.383338
2019-03_game_0008787,rapid,39,117.6014,192.9749,0.500536,0.524341,0.216724,0.233227,0.657108,0.44524
2019-04_game_0022705,rapid,100,415.2306,417.0308,0.468483,0.451595,0.358574,0.327089,0.151462,0.439112
2019-02_game_0029186,rapid,95,82.2527,143.2169,0.466213,0.350802,0.264049,0.207557,0.325232,0.23776
